id,carrier,player,approver,amountOfCarries,carryDifficulty,carryType,attachmentLink,time
359,834371688963506217,589462199232233472,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070000801004658850/transcript-t4-eman-20-flipzoz.html,2023-01-31 16:20:57
360,1025423349100318720,784143985714397214,531094512819240960,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1069757305060601916/transcript-closed-f6-duckman.html,2023-01-31 00:13:24
361,539421186459959296,658712802218868737,531094512819240960,5,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1069813444552949781/transcript-closed-f5-31-jqw_.html,2023-01-31 03:55:52
362,559137890467053608,289676318197415936,531094512819240960,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1069784475778682991/transcript-closed-f6-16-goo.html,2023-01-31 01:54:56
363,726660898793717800,725167210099638313,531094512819240960,10,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1069841712614211694/transcript-closed-t3-eman-19-bobbyjoe21craft.html,2023-01-31 04:03:38
364,726660898793717800,792069182157226004,531094512819240960,26,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1069815826577883237/transcript-t4-eman-24-heroicmidas.html,2023-01-31 04:05:53
365,645983752467775500,792069182157226004,531094512819240960,20,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1069987591128105080/transcript-closed-f6-24-heroicmidas.html,2023-01-31 02:17:22
366,990991977833197578,625116248740462602,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070042179940126770/transcript-closed-f7-23-duckzyxd.html,2023-01-31 19:05:20
367,990991977833197578,584385086128914452,356134481452597250,5,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1070032882577440888/transcript-closed-f4-11-charizard51234.html,2023-01-31 18:28:05
368,990991977833197578,165207922308022273,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070050350901502023/transcript-closed-f7-25-flarethekitty.html,2023-01-31 19:37:21
369,990991977833197578,259623756220203019,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070050763977535548/transcript-closed-f7-10-itzcodex.html,2023-01-31 19:37:50
370,990991977833197578,920746415532179506,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070057043135840256/transcript-closed-f7-31-y4zs.html,2023-01-31 20:04:10
371,834371688963506217,328068464801742873,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1070063568474624141/transcript-closed-t3-eman-0-drdigital01.html,2023-01-31 20:30:05
372,990991977833197578,544052167523434518,,2,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070078807672881172/transcript-closed-f7-24-staryyboo.html,2023-01-31 21:30:36
373,834371688963506217,821448416860438548,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070069644905414707/transcript-t4-eman-16-cunning_f0x.html,2023-01-31 20:53:10
374,990991977833197578,488239851544641576,356134481452597250,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1070069498641657939/transcript-closed-f6-13-sneo4810.html,2023-01-31 20:53:42
375,451472015120138260,890561546227425310,,3,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1070091250344153210/transcript-closed-f7-22-nextpegasus8053.html,2023-01-31 22:16:00
376,605825763920445480,369225695580127234,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070127703388332082/transcript-closed-f5-29-s3rgio29.html,2023-02-01 00:45:02
377,481428035556605952,381449227596726274,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070139267411619911/transcript-closed-f4-maximumfire.html,2023-01-31 20:18:21
378,702737197312245810,347091576159338496,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070153804328210472/transcript-closed-f7-24-140s.html,2023-02-01 01:14:56
379,990991977833197578,801251600378626099,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1070153957936218173/transcript-closed-f6-19-ensmo.html,2023-01-31 21:02:26
380,702737197312245810,801251600378626099,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070157023888547950/transcript-closed-f7-19-ensmo.html,2023-02-01 02:41:41
381,422412096463175680,643079108867129345,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1070162696240115783/transcript-closed-f5-17-zalcannon.html,2023-02-01 01:00:09
382,702737197312245810,801251600378626099,884589309037011015,5,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070153957936218173/transcript-closed-f6-19-ensmo.html,2023-02-01 02:29:25
383,1025423349100318720,643079108867129345,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070164172966477925/transcript-closed-f6-17-zalcannon.html,2023-02-01 03:08:10
384,729124925998104606,947313964449161216,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070181499145551943/transcript-closed-f7-24-trobzy.html,2023-02-01 04:19:02
385,729124925998104606,534497941520384041,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070181709955485727/transcript-closed-f7-13-itzchessy.html,2023-02-01 04:19:22
386,429759315285377026,723022539089248279,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070196501378252830/transcript-closed-f4-14-sangbits.html,2023-02-01 05:18:01
387,1030948883104272444,209811382982541314,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070200576337514506/transcript-claimed-f5-4537.html,2023-02-01 05:34:47
388,614113475664543764,532604641905606666,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1070297176208592937/transcript-closed-f6-17-kattesen.html,2023-02-01 11:58:17
389,990991977833197578,532604641905606666,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070319148179144814/transcript-closed-f7-17-kattesen.html,2023-02-01 13:25:59
390,834371688963506217,575387970367127572,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070465777049813043/transcript-t4-eman-23-realexclusive.html,2023-02-01 23:08:00
391,422412096463175680,693703755505336450,,4,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070482789276864594/transcript-closed-f5-18-spiritofthewars.html,2023-02-02 00:15:33
392,422412096463175680,693703755505336450,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1070482789276864594/transcript-closed-f5-18-spiritofthewars.html,2023-02-02 00:15:08
393,726660898793717800,568408084511326208,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1070494326158786591/transcript-closed-t3-eman-24-wjthered.html,2023-02-02 01:02:06
394,644692456201519105,594225824354271234,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070507576053207170/transcript-closed-f7-19-decombobulate.html,2023-02-02 00:05:15
395,1025423349100318720,855137117150904340,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070539302641086475/transcript-closed-f5-8-swahilipropane.html,2023-02-02 04:00:45
396,1025423349100318720,763808896019333160,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070644028623818752/transcript-closed-f6-18-saurabh_op.html,2023-02-02 10:56:37
397,834371688963506217,231118556769550337,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1070711367956439110/transcript-closed-t3-eman-15-wardone_sama.html,2023-02-02 15:24:36
398,834371688963506217,231118556769550337,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070711367956439110/transcript-closed-t3-eman-15-wardone_sama.html,2023-02-02 15:24:28
399,451472015120138260,691340065145749515,,2,MASTER_MODE,Floor 5,https://cdn.discordapp.com/attachments/796770232340578365/1070786414356217857/transcript-closed-mm-37-d0mi.html,2023-01-31 14:41:06
400,451472015120138260,691340065145749515,,1,MASTER_MODE,Floor 5,https://cdn.discordapp.com/attachments/796770232340578365/1070786414356217857/transcript-closed-mm-37-d0mi.html,2023-01-30 15:44:16
401,451472015120138260,691340065145749515,,2,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1070786414356217857/transcript-closed-mm-37-d0mi.html,2023-02-01 07:46:01
402,451472015120138260,691340065145749515,,3,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1070786414356217857/transcript-closed-mm-37-d0mi.html,2023-01-31 14:40:58
403,431795358536826890,421054237275848735,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070816070514004048/transcript-closed-f7-24-nquqa.html,2023-02-02 16:38:40
404,834371688963506217,403577686607527946,884589309037011015,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070817794419085412/transcript-t4-eman-28-_paulilgrande_.html,2023-02-02 22:27:22
405,726660898793717800,692214130807144508,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070829208101716109/transcript-t4-eman-18-lhut.html,2023-02-02 04:24:15
406,726660898793717800,692214130807144508,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070829249033932870/transcript-t4-eman-18-lhut.html,2023-02-02 04:24:15
407,702737197312245810,689531090809126956,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1070870157041348618/transcript-closed-f7-24-farmernotnek.html,2023-02-03 01:55:25
408,726716297114550273,429759315285377026,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070935160268279880/transcript-t4-eman-31-waterice4.html,2023-02-03 06:13:45
409,726716297114550273,693992711950303243,356134481452597250,11,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1070947947820355605/transcript-t4-eman-12-systuhm.html,2023-02-03 07:04:37
410,1025423349100318720,903426415867871233,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1070965576241004606/transcript-closed-f6-21-spit12.html,2023-02-03 08:14:20
411,1025423349100318720,903426415867871233,356134481452597250,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1070965576241004606/transcript-closed-f6-21-spit12.html,2023-02-03 08:14:12
412,359314447992487936,682590270608637960,,1,MASTER_MODE,Floor 3,https://cdn.discordapp.com/attachments/796770232340578365/1070985874839441498/transcript-closed-mm-33-stormhandle.html,2023-02-03 09:34:59
413,1025423349100318720,689155550226677835,,1,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071026095706603610/transcript-closed-f7-14-_retra.html,2023-02-03 12:14:06
414,990991977833197578,689155550226677835,,1,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071026095706603610/transcript-closed-f7-14-_retra.html,2023-02-03 12:15:03
415,990991977833197578,691286799405809674,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071029646038138900/transcript-closed-f7-21-extrawelt_.html,2023-02-03 12:28:44
416,1025423349100318720,691286799405809674,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071029646038138900/transcript-closed-f7-21-extrawelt_.html,2023-02-03 12:29:10
417,359314447992487936,1049801074569125930,531094512819240960,7,MASTER_MODE,Floor 2,https://cdn.discordapp.com/attachments/796770232340578365/1071019615808921630/transcript-closed-mm-28-lovelyhyperion.html,2023-02-03 11:48:41
418,726716297114550273,556704951284531200,531094512819240960,13,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071009358332305438/transcript-t4-eman-18-killxjoy.html,2023-02-03 11:08:40
419,614113475664543764,717333199088517120,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071138946173640834/transcript-closed-f6-14-zpenris.html,2023-02-03 19:42:36
420,570267487393021969,440125394029379585,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071152717365514320/transcript-closed-f7-26-_ialexx_.html,2023-02-03 20:38:07
421,834371688963506217,789691245551288350,356134481452597250,13,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1071202491666022450/transcript-closed-t3-eman-18-myname_lol.html,2023-02-03 23:56:03
422,834371688963506217,539911843792027659,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071209116439162921/transcript-t4-eman-0-samuraimmc.html,2023-02-04 00:22:27
423,834371688963506217,899561936566497291,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071214090023874590/transcript-t4-eman-13-sha3er.html,2023-02-04 00:42:12
424,469885050004045824,793239242914529280,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071253868970791012/transcript-closed-f5-21-dman_2050.html,2023-02-04 02:54:18
425,726660898793717800,284569435870724096,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-23 19:47:13
426,356134481452597250,284569435870724096,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-27 22:36:50
427,834371688963506217,284569435870724096,356134481452597250,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-26 22:30:06
428,834371688963506217,284569435870724096,356134481452597250,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-25 21:54:30
429,726716297114550273,391424463784247297,356134481452597250,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071258638787813496/transcript-t4-eman-16-advocarebear.html,2023-02-04 03:39:10
430,726716297114550273,688476704284344454,356134481452597250,11,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071251724976791612/transcript-t4-eman-25-drago1000eagle.html,2023-02-04 03:11:21
431,528840772368465922,784143985714397214,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071314235939901610/transcript-closed-f7-duckman.html,2023-02-04 02:02:20
432,513475066139508737,800732020778205224,356134481452597250,7,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071332825527226378/transcript-claimed-f6-3867.html,2023-02-04 08:33:11
433,513475066139508737,772047594167336980,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071338010785882142/transcript-claimed-f5-4563.html,2023-02-04 08:54:31
434,451472015120138260,649273276664774687,,3,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1071396654336450670/transcript-closed-mm-35-roobac.html,2023-02-04 11:29:05
435,422412096463175680,738316484505239572,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1071397772886036500/transcript-closed-f5-8-refractionalt.html,2023-02-04 12:51:54
436,320298518130458624,289676318197415936,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071411974820352091/transcript-closed-f6-16-goo.html,2023-02-04 02:59:29
437,451472015120138260,418455975251673118,,3,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1071429307710320640/transcript-closed-mm-ab-36-snaikinha.html,2023-02-04 14:56:06
438,320298518130458624,281466120433827843,,3,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071452032394862632/transcript-closed-f6-39-hxyb.html,2023-02-04 02:59:15
439,320298518130458624,289099480295276545,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071459158697721946/transcript-closed-f6-19-alexichan.html,2023-02-04 16:55:53
440,644692456201519105,800732020778205224,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071503937699582112/transcript-closed-f7-22-dylan25262728.html,2023-02-04 19:53:20
441,513475066139508737,326435124704968717,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071522558337355927/transcript-claimed-f5-4569.html,2023-02-04 21:07:48
442,431795358536826890,1054635400074887249,356134481452597250,6,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071504711846481930/transcript-closed-f6-21-vubbin.html,2023-02-04 17:31:24
443,644692456201519105,575387970367127572,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071531687093211146/transcript-closed-f7-23-realexclusive.html,2023-02-04 21:44:04
444,767014335146754058,560109969668571136,,1,MASTER_MODE,Floor 3,https://cdn.discordapp.com/attachments/796770232340578365/1071547063763992677/transcript-closed-mm-28-herdiscordk1tten.html,2023-02-04 17:07:27
445,767014335146754058,560109969668571136,,1,MASTER_MODE,Floor 2,https://cdn.discordapp.com/attachments/796770232340578365/1071547063763992677/transcript-closed-mm-28-herdiscordk1tten.html,2023-02-04 17:07:13
446,431795358536826890,605201119001706526,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071553932280741898/transcript-closed-f6-10-monster_meat.html,2023-02-04 21:11:48
447,775874076983689246,584745434187169794,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071555850755375155/transcript-closed-f7-20-michael9876.html,2023-02-04 22:48:14
448,256122701884817419,497788535252975616,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071573673238073414/transcript-closed-f7-13-krispykroke423.html,2023-02-05 00:30:24
449,256122701884817419,534190072946360330,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071573683799347210/transcript-closed-f7-26-revenant_dragon.html,2023-02-05 00:30:37
450,256122701884817419,364198044675342347,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071573701243457619/transcript-closed-f7-24-crimsonairo.html,2023-02-05 00:30:57
451,644692456201519105,485623087744811008,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071638944791408671/transcript-closed-f7-18-suitcasemonkeysr.html,2023-02-05 04:50:14
452,429759315285377026,615308581754896414,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071649023209001000/transcript-closed-f5-2-supermonkey12345.html,2023-02-05 05:30:12
453,884924921820614677,738316484505239572,,2,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071661462076010527/transcript-claimed-f6-3870.html,2023-02-05 05:58:48
454,469885050004045824,1035184854997946469,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071666996028129350/transcript-closed-f5-6-fishingmaster921.html,2023-02-04 18:16:46
455,447793347503849483,690382227019661345,884589309037011015,6,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1071673326428229642/transcript-claimed-f5-4574.html,2023-02-05 07:05:39
456,431795358536826890,1054635400074887249,884589309037011015,11,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071679919886696579/transcript-closed-f6-21-vubbin.html,2023-02-04 23:17:34
457,726716297114550273,284569435870724096,356134481452597250,12,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071752848662089738/transcript-t4-eman-xskrillex.html,2023-02-05 12:22:43
458,320677214654038017,446942546292244480,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071756062316843018/transcript-t4-eman-11-beanyboi9.html,2023-02-05 09:41:42
459,431795358536826890,439829371822407680,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071836625140715600/transcript-closed-f7-24-maxhyperpl.html,2023-02-05 14:53:28
460,834371688963506217,580834998521823258,356134481452597250,9,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071827433201860718/transcript-t4-eman-33-lucraties.html,2023-02-05 17:19:21
461,747500781845872775,893771851438886922,,1,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071858886237245462/transcript-closed-f7-24-aryakthebig.html,2023-02-05 19:23:29
462,513475066139508737,655030841688457217,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071880864344068197/transcript-closed-f6-21-harithstadu.html,2023-02-05 20:51:36
463,513475066139508737,655030841688457217,,1,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071885368246407178/transcript-closed-f6-21-harithstadu.html,2023-02-05 21:09:32
464,726660898793717800,1020891099352551495,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071887476479762503/transcript-t4-eman-23-sus_sage_yt.html,2023-01-30 07:45:23
465,834371688963506217,297586035246891010,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1071892695959744583/transcript-closed-t3-eman-14-rixedy.html,2023-02-05 21:37:32
466,431795358536826890,1054635400074887249,884589309037011015,8,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071896227530166455/transcript-closed-f6-21-vubbin.html,2023-02-05 19:03:00
467,431795358536826890,1054635400074887249,884589309037011015,8,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071896227530166455/transcript-closed-f6-21-vubbin.html,2023-02-05 21:50:51
468,834371688963506217,774623847864598538,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1071904068177502248/transcript-closed-t3-eman-29-vogelpower12.html,2023-02-05 22:23:36
469,429759315285377026,198143233908277250,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071908329267400704/transcript-closed-f4-13-ttryy.html,2023-02-05 22:40:32
470,594328037416239137,440782684197879809,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071919267517313074/transcript-claimed-f6-3894.html,2023-02-05 23:24:07
471,513475066139508737,655030841688457217,,1,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071919748419436695/transcript-closed-f6-21-harithstadu.html,2023-02-05 23:25:59
472,513475066139508737,873646281527001169,,3,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071945934759538729/transcript-closed-f6-22-movieman145.html,2023-02-06 01:10:02
473,834371688963506217,686014777578881082,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071952655938748557/transcript-t4-eman-22-chainz4brainz.html,2023-02-06 01:36:48
474,513475066139508737,692881989342199829,884589309037011015,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1071965601196679291/transcript-closed-f6-17-sodacandan.html,2023-02-06 02:28:19
475,767014335146754058,1054635400074887249,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1071966900776599602/transcript-closed-f7-21-vubbin.html,2023-02-05 20:00:31
476,531485809212129290,712118843165900820,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1071975507865907210/transcript-claimed-f5-4579.html,2023-02-06 03:03:48
477,531485809212129290,306140874335846411,884589309037011015,10,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1071975493508808774/transcript-claimed-f5-4577.html,2023-02-06 03:05:39
478,1025423349100318720,210490882309226498,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072015777349255168/transcript-closed-f5-28-1t2.html,2023-02-06 05:47:42
479,775874076983689246,265603580449259530,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072041258668785694/transcript-closed-f7-24-banterwolf.html,2023-02-06 02:39:30
480,726716297114550273,219121050489847809,834371688963506217,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072056737609302026/transcript-closed-t3-eman-31-sinonshiro.html,2023-02-06 08:30:33
481,834371688963506217,781062248440922132,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072101028654239774/transcript-t4-eman-nothingwrok.html,2023-02-06 11:25:20
482,726716297114550273,306140874335846411,834371688963506217,30,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072116612943073290/transcript-t4-eman-9-itbones.html,2023-02-06 12:28:26
483,531485809212129290,263543106446557184,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1072150041801789622/transcript-claimed-f4-4722.html,2023-02-06 14:39:03
484,531485809212129290,263543106446557184,,3,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1072157128892096602/transcript-claimed-f4-4723.html,2023-02-06 15:09:27
485,531485809212129290,655030841688457217,,3,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072185720095133726/transcript-claimed-f6-3905.html,2023-02-06 17:02:31
486,531485809212129290,655030841688457217,,2,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072200743299334295/transcript-claimed-f6-3906.html,2023-02-06 18:02:45
487,834371688963506217,424653128697118721,834371688963506217,12,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072200768851030137/transcript-t4-eman-24-timthw.html,2023-02-06 18:02:50
488,362911597183893505,486175461433540628,,1,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1072202417334140979/transcript-closed-mm-34-hammerhaj22.html,2023-02-04 10:59:49
489,362911597183893505,486175461433540628,,1,MASTER_MODE,Floor 5,https://cdn.discordapp.com/attachments/796770232340578365/1072202417334140979/transcript-closed-mm-34-hammerhaj22.html,2023-02-04 11:08:14
490,573891831524229141,942509812921565286,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072204272445431948/transcript-closed-f7-24-dapig2.html,2023-02-06 18:12:49
491,531485809212129290,701008285163323392,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1072232635256033300/transcript-claimed-f4-4724.html,2023-02-06 20:09:28
492,531485809212129290,358249744407068682,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072238589028614144/transcript-f5-9-altf1.html,2023-02-06 20:32:41
493,531485809212129290,768190612452409404,,1,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072238716405436547/transcript-claimed-f6-3908.html,2023-02-06 20:33:40
494,531485809212129290,386482662908493824,,4,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072248082051387523/transcript-claimed-f6-3909.html,2023-02-06 21:10:52
495,531485809212129290,539911843792027659,884589309037011015,5,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072253365377056858/transcript-claimed-f6-3910.html,2023-02-06 21:27:07
496,531485809212129290,501069826211446784,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072272739030806709/transcript-claimed-f4-4725.html,2023-02-06 22:48:49
497,576604482708832257,692881989342199829,884589309037011015,10,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1072276195426701322/transcript-closed-f6-17-sodacandan.html,2023-02-06 23:01:55
498,531485809212129290,358249744407068682,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072285418378244186/transcript-closed-f5-9-altf1.html,2023-02-06 23:39:13
499,775874076983689246,452483724970426368,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1072325002201927680/transcript-closed-f7-12-turtlethegoat.html,2023-02-06 21:39:27
500,481428035556605952,566887678180589581,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072325080752857088/transcript-closed-f5-17-_bananaboii.html,2023-02-06 23:28:16
501,320677214654038017,485623087744811008,884589309037011015,5,MASTER_MODE,Floor 1,https://cdn.discordapp.com/attachments/796770232340578365/1072324773603967036/transcript-closed-mm-18-suitcasemonkeysr.html,2023-02-07 02:15:19
502,513475066139508737,289676318197415936,884589309037011015,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1072356700385968168/transcript-closed-f6-20-goo.html,2023-02-07 04:22:27
503,513475066139508737,221550697408233473,834371688963506217,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1072372628544823366/transcript-closed-f6-17-doni_the_dingo.html,2023-02-07 05:25:47
504,320677214654038017,610177115400437767,356134481452597250,7,MASTER_MODE,Floor 3,https://cdn.discordapp.com/attachments/796770232340578365/1072368016215511130/transcript-closed-mm-29-lilcarlitoss.html,2023-02-07 03:11:45
505,531485809212129290,386482662908493824,356134481452597250,7,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1072536566574096394/transcript-claimed-f6-3923.html,2023-02-07 16:17:12
506,834371688963506217,968243197350391828,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1072573650961711195/transcript-t4-eman-25-firecrusher500.html,2023-02-07 18:44:27
