id,carrier,player,approver,amountOfCarries,carryDifficulty,carryType,attachmentLink,time
1161,795048346955677748,177432129460895745,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1084911710764273805/transcript-t4-eman-8-willcott.html,2023-03-13 19:51:20
1162,465913291542364180,118860642403876865,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1084915443812270271/transcript-closed-t3-eman-19-sirbacon6.html,2023-03-13 20:06:17
1163,795048346955677748,721762500722294867,,1,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1084915712298078298/transcript-closed-f6-11-thesleepyslimev2.html,2023-03-13 20:06:55
1164,530459104536428544,798910605418692638,356134481452597250,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1084811298237337690/transcript-t4-eman-0-st4g3.html,2023-03-13 10:38:34
1165,448516647742078996,1046336350401601536,356134481452597250,10,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1084863103050723328/transcript-closed-f5-25-r5xses.html,2023-03-13 16:38:24
1166,448516647742078996,349570242239922176,356134481452597250,5,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1084893211874574406/transcript-closed-f5-rookie_the_pig.html,2023-03-13 16:47:33
1167,530459104536428544,625116248740462602,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1084920549655986257/transcript-t4-eman-23-duckzyxd.html,2023-03-13 20:26:41
1168,427183306862231573,349570242239922176,356134481452597250,6,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1084895458951975043/transcript-closed-f5-rookie_the_pig.html,2023-03-13 18:46:46
1169,256122701884817419,118860642403876865,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1084922958067282011/transcript-closed-f7-19-sirbacon6.html,2023-03-13 19:36:05
1170,1021534070934601748,739604905727361086,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1084925610733871164/transcript-closed-f7-24-ttvthegamerz141.html,2023-03-13 07:21:20
1171,506548230507593748,739604905727361086,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1084925610733871164/transcript-closed-f7-24-ttvthegamerz141.html,2023-03-13 07:21:35
1172,416784745414787074,349570242239922176,,2,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1084925940666220604/transcript-closed-f5-rookie_the_pig.html,2023-03-13 08:49:57
1173,795048346955677748,573035808781500447,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1084926745335058532/transcript-closed-f7-26-datramguy.html,2023-03-13 20:51:02
1174,561893110976610304,899051004228694067,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1084927279655833620/transcript-t4-eman-24-iksssia.html,2023-03-13 20:52:51
1175,673604158347018241,1064645137097044038,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1084942563536011294/transcript-claimed-f7-5260.html,2023-03-13 21:54:05
1176,256122701884817419,555055394355937334,,4,MASTER_MODE,Floor 3,https://cdn.discordapp.com/attachments/796770232340578365/1084945136804446208/transcript-closed-mm-21-dinochipcookie.html,2023-03-13 21:41:48
1177,465913291542364180,634907430245105664,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1084951963260694618/transcript-closed-t3-eman-24-brizzadyt.html,2023-03-13 22:31:24
1178,320298518130458624,395288750537834508,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1084954661116719235/transcript-closed-f6-14-xscyth3.html,2023-03-13 15:42:12
1179,465913291542364180,158046757438226432,356134481452597250,9,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1084966936502345810/transcript-closed-t3-eman-21-apeapeapeapeape.html,2023-03-13 23:30:03
1180,416784745414787074,769967832523341837,,2,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085067825141534730/transcript-closed-f6-15-aichs.html,2023-03-13 23:00:21
1181,594699772250685440,1012510269332787330,,3,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085084270302863360/transcript-closed-f5-5-ligma_diamonds.html,2023-03-14 04:21:05
1182,1021534070934601748,889880504776675338,,4,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085104564207894569/transcript-closed-f7-24-masoine_.html,2023-03-14 00:34:42
1183,484508659116671008,1046336350401601536,356134481452597250,10,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085083034656718870/transcript-closed-f6-25-r5xses.html,2023-03-14 07:12:18
1184,1021534070934601748,889880504776675338,356134481452597250,6,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085104564207894569/transcript-closed-f7-24-masoine_.html,2023-03-14 02:47:25
1185,506548230507593748,889880504776675338,356134481452597250,10,F7,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085104564207894569/transcript-closed-f7-24-masoine_.html,2023-03-14 02:47:02
1186,955181790157488208,280476839040778240,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085241239844163714/transcript-claimed-f7-5268.html,2023-03-14 17:37:07
1187,795048346955677748,513245385330917380,531094512819240960,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085219278925607013/transcript-t4-eman-30-chipsahoy____.html,2023-03-14 16:13:42
1188,703893493399158784,482621632838631426,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1085258007446827149/transcript-claimed-t3-eman-1565.html,2023-03-14 18:46:29
1189,795048346955677748,921179687563169813,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085259707939291176/transcript-t4-eman-24-wolfsmack.html,2023-03-14 18:54:20
1190,634476639203360779,432621979888254976,,1,MASTER_MODE,Floor 6,https://cdn.discordapp.com/attachments/796770232340578365/1085266084355121242/transcript-claimed-mm-1752.html,2023-03-14 19:19:40
1191,634476639203360779,432621979888254976,,1,MASTER_MODE,Floor 5,https://cdn.discordapp.com/attachments/796770232340578365/1085266084355121242/transcript-claimed-mm-1752.html,2023-03-14 19:19:27
1192,561893110976610304,216362116750245890,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085268074703372338/transcript-t4-eman-9-ucharsh.html,2023-03-14 19:27:34
1193,448516647742078996,769967832523341837,,2,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085274700965486703/transcript-closed-f6-15-aichs.html,2023-03-14 19:53:45
1194,955181790157488208,728707801609928746,356134481452597250,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1085270385534193747/transcript-closed-f6-23-12hot.html,2023-03-14 19:36:47
1195,448516647742078996,295667479756406786,356134481452597250,10,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085267425085370508/transcript-closed-f5-0-scapeparagon.html,2023-03-14 19:16:30
1196,448516647742078996,753969827411919009,,3,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085281332378226728/transcript-closed-f5-17-byjanneck.html,2023-03-14 20:20:14
1197,795048346955677748,753969827411919009,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085283777858773083/transcript-closed-f6-19-byjanneck.html,2023-03-14 20:29:58
1198,868130222288015410,417019253053456405,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085315252767440896/transcript-closed-f7-23-lzzmatthi.html,2023-03-14 20:06:42
1199,700340069994725376,295667479756406786,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085316230380015616/transcript-closed-f5-0-scapeparagon.html,2023-03-14 15:40:30
1200,700340069994725376,295667479756406786,,1,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085316230380015616/transcript-closed-f5-0-scapeparagon.html,2023-03-14 06:43:56
1201,424310292411973654,384859967498354688,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085316539231776878/transcript-closed-f7-16-keeganroo.html,2023-03-14 22:40:16
1202,547508900220370979,936638897734180904,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085316661105676401/transcript-closed-f4-11-reysatsuma.html,2023-03-14 17:49:11
1203,700340069994725376,295667479756406786,884589309037011015,5,F4,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085316585104887998/transcript-closed-f4-0-scapeparagon.html,2023-03-14 06:05:17
1204,424310292411973654,405151340562743300,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085320113869299774/transcript-closed-f7-24-99msping.html,2023-03-14 22:54:30
1205,256122701884817419,423179973872844814,,3,MASTER_MODE,Floor 2,https://cdn.discordapp.com/attachments/796770232340578365/1085329946936877086/transcript-closed-mm-24-bosslops.html,2023-03-14 23:28:59
1206,700340069994725376,295667479756406786,884589309037011015,5,F4,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085321152198606898/transcript-closed-f4-0-scapeparagon.html,2023-03-14 04:34:09
1207,1021534070934601748,687689167991472179,,1,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1085351521870426162/transcript-closed-f5-9-luig_io.html,2023-03-15 00:59:05
1208,634476639203360779,190968650507878400,,1,MASTER_MODE,Floor 4,https://cdn.discordapp.com/attachments/796770232340578365/1085374279845159042/transcript-claimed-mm-1755.html,2023-03-15 02:29:29
1209,773757935200239647,1012510269332787330,,3,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085407850081288242/transcript-closed-f5-5-ligma_diamonds.html,2023-03-15 02:43:25
1210,700340069994725376,295667479756406786,,3,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1085407870079733830/transcript-closed-f5-0-scapeparagon.html,2023-03-15 03:31:09
1211,594699772250685440,807101608436695081,,3,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085407923091558410/transcript-closed-f4-24-bittergirl23.html,2023-03-15 03:53:44
1212,1010325578949345300,313157137616601088,884589309037011015,5,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085407833476059146/transcript-closed-f5-17-bugship.html,2023-03-15 01:25:34
1213,424310292411973654,858829386001154068,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085422011414757426/transcript-closed-f7-25-eschun1.html,2023-03-15 05:39:24
1214,682046515736346644,295667479756406786,884589309037011015,5,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1085431195292156044/transcript-closed-f5-0-scapeparagon.html,2023-03-15 06:15:25
1215,974714890461798440,391129611037310976,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1085451732097703986/transcript-closed-t3-eman-29-marxhokage.html,2023-03-15 07:31:20
1216,974714890461798440,391129611037310976,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085511165075001384/transcript-t4-eman-29-marxhokage.html,2023-03-15 07:58:58
1217,634476639203360779,921179687563169813,,4,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085570323321192498/transcript-t4-eman-24-wolfsmack.html,2023-03-15 15:28:39
1218,530713623853531154,453196824052891649,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085632561801343086/transcript-closed-f7-14-pastelzsom.html,2023-03-15 19:35:56
1219,465913291542364180,912934653541888030,,3,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1085636913052004402/transcript-closed-t3-eman-16-tklxcynical.html,2023-03-15 19:35:09
1220,634476639203360779,977536810781642802,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085578260705972237/transcript-claimed-t4-eman-2154.html,2023-03-15 16:00:12
1221,465913291542364180,912934653541888030,356134481452597250,8,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1085656500820774942/transcript-closed-t3-eman-16-tklxcynical.html,2023-03-15 21:11:02
1222,868130222288015410,357854942528274443,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085658467802546286/transcript-closed-f7-31-asurixe.html,2023-03-15 14:25:14
1223,416784745414787074,349570242239922176,356134481452597250,5,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1085677037882200176/transcript-closed-f6-rookie_the_pig.html,2023-03-15 19:38:40
1224,868130222288015410,349570242239922176,356134481452597250,7,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1085677037882200176/transcript-closed-f6-rookie_the_pig.html,2023-03-15 13:15:04
1225,547508900220370979,512367100816392192,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085696132988014612/transcript-closed-f4-7-fuzepuddle.html,2023-03-15 15:08:46
1226,382988984449630219,705868064083673148,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085719830545576016/transcript-closed-f7-26-dacrazypapay99.html,2023-03-16 01:22:44
1227,330512497951899649,236900630344630272,,1,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085744261812736010/transcript-closed-f5-8-soratdg.html,2023-03-16 00:32:07
1228,868130222288015410,349570242239922176,884589309037011015,7,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1085696033339748393/transcript-closed-f5-rookie_the_pig.html,2023-03-15 10:42:59
1229,834371688963506217,888136935342768158,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085699903889608785/transcript-t4-eman-26-paddie_.html,2023-03-16 00:03:30
1230,834371688963506217,889880504776675338,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085720165074862101/transcript-t4-eman-24-masoine_.html,2023-03-16 01:21:25
1231,444645441980858368,674271549137879051,884589309037011015,9,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085757803509055578/transcript-t4-eman-25-cheezball31716.html,2023-03-16 03:53:29
1232,444645441980858368,936770607868158002,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1085766309175906314/transcript-closed-t3-eman-22-yuwei1.html,2023-03-16 04:27:21
1233,691529916382183424,322232532433108992,,1,MASTER_MODE,Floor 7,https://cdn.discordapp.com/attachments/796770232340578365/1085788680444198912/transcript-claimed-mm-1756.html,2023-03-16 05:56:13
1234,556153712532258826,643122363940208640,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1085797057807257630/transcript-closed-f4-12-thopbattle8.html,2023-03-16 06:29:02
1235,556153712532258826,695808984724013067,,1,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1085809493155266590/transcript-claimed-f4-4971.html,2023-03-16 07:18:32
1236,444645441980858368,391129611037310976,884589309037011015,8,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085773167081029642/transcript-t4-eman-29-marxhokage.html,2023-03-16 04:44:50
1237,513475066139508737,296847226268024832,884589309037011015,48,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1085793034429550692/transcript-closed-t3-eman-1-7xkoko.html,2023-03-16 06:12:52
1238,700340069994725376,174956246330376192,884589309037011015,5,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085877698221588551/transcript-closed-f5-23-captainminer_z.html,2023-03-16 11:45:16
1239,448516647742078996,995760314257768529,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085924764612309072/transcript-closed-f7-32-wolfsbane005.html,2023-03-16 14:57:05
1240,465913291542364180,1074792357158998058,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085934959505719376/transcript-t4-eman-19-_null8k.html,2023-03-16 15:37:18
1241,776902205399367741,357854942528274443,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085971294039834715/transcript-closed-f7-31-asurixe.html,2023-03-16 13:20:26
1242,437029429407907843,577512263238287371,,1,MASTER_MODE,Floor 3,https://cdn.discordapp.com/attachments/796770232340578365/1085986415168467074/transcript-closed-mm-28-bossnominal.html,2023-03-16 18:05:17
1243,465913291542364180,216362116750245890,449468151026155520,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085974464891723918/transcript-t4-eman-9-ucharsh.html,2023-03-16 18:14:26
1244,465913291542364180,1074792357158998058,449468151026155520,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1085980773364006952/transcript-t4-eman-19-_null8k.html,2023-03-16 18:38:37
1245,320298518130458624,216362116750245890,,2,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1085988893658185738/transcript-closed-f6-9-ucharsh.html,2023-03-16 13:04:18
1246,320298518130458624,216362116750245890,,2,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1085988893658185738/transcript-closed-f6-9-ucharsh.html,2023-03-16 19:07:14
1247,256122701884817419,349570242239922176,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085989129583607808/transcript-closed-f7-rookie_the_pig.html,2023-03-16 19:12:42
1248,256122701884817419,547160482461777944,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1085989144016199700/transcript-closed-f7-24-soupypie.html,2023-03-16 19:12:34
1249,990991977833197578,858815429703368745,449468151026155520,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086012238894202920/transcript-t4-eman-22-m1llet_.html,2023-03-16 20:34:34
1250,465913291542364180,688297905936662534,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086035295218171914/transcript-t4-eman-noobbird.html,2023-03-16 22:15:39
1251,465913291542364180,295667479756406786,,4,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086051348069482596/transcript-closed-t3-eman-0-scapeparagon.html,2023-03-16 23:20:03
1252,465913291542364180,295667479756406786,,2,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086051348069482596/transcript-closed-t3-eman-0-scapeparagon.html,2023-03-16 23:19:46
1253,444645441980858368,1012510269332787330,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086052287211900988/transcript-closed-t3-eman-5-ligma_diamonds.html,2023-03-16 23:21:52
1254,752944456931606633,688297905936662534,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086058086038515722/transcript-closed-t3-eman-noobbird.html,2023-03-16 21:33:22
1255,437029429407907843,318575753354805250,,2,MASTER_MODE,Floor 1,https://cdn.discordapp.com/attachments/796770232340578365/1086058183040188567/transcript-closed-mm-23-cupayeet.html,2023-03-16 20:45:39
1256,448516647742078996,295667479756406786,990991977833197578,10,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1086058308986744842/transcript-closed-f6-0-scapeparagon.html,2023-03-16 19:15:54
1257,594699772250685440,295667479756406786,990991977833197578,5,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1086058343979810917/transcript-claimed-f5-4929.html,2023-03-16 18:23:52
1258,444645441980858368,249983132609150977,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086086630978371584/transcript-closed-t3-eman-12-bruhpp.html,2023-03-17 01:40:07
1259,444645441980858368,249983132609150977,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086086630978371584/transcript-closed-t3-eman-12-bruhpp.html,2023-03-17 01:40:15
1260,773757935200239647,668057620057161739,,2,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1086121304622641192/transcript-closed-f4-33-noam_rtv.html,2023-03-16 20:24:51
1261,298173563603648513,568716908715835401,,1,F4,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086121329293541507/transcript-claimed-f4-4979.html,2023-03-16 20:20:17
1262,747500781845872775,349570242239922176,884589309037011015,8,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1086029918699257886/transcript-closed-f6-rookie_the_pig.html,2023-03-16 10:25:03
1263,444645441980858368,295667479756406786,884589309037011015,7,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086062660837199935/transcript-t4-eman-0-scapeparagon.html,2023-03-17 00:03:58
1264,444645441980858368,688093631411781703,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086067395086536774/transcript-closed-t3-eman-6-jinuru.html,2023-03-17 00:23:47
1265,444645441980858368,249983132609150977,884589309037011015,9,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086150717884084225/transcript-t4-eman-12-bruhpp.html,2023-03-17 05:54:51
1266,465913291542364180,556584490634313728,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086299733368258591/transcript-closed-t3-eman-24-notsteini.html,2023-03-17 15:47:01
1267,465913291542364180,776164869451546655,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086305274639417444/transcript-closed-t3-eman-15-rmanplaysgaming.html,2023-03-17 16:08:54
1268,465913291542364180,776164869451546655,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086305274639417444/transcript-closed-t3-eman-15-rmanplaysgaming.html,2023-03-17 16:09:01
1269,465913291542364180,556584490634313728,,4,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086308312569614416/transcript-t4-eman-24-notsteini.html,2023-03-17 16:20:56
1270,747500781845872775,834802476296962088,,1,F7,S,https://cdn.discordapp.com/attachments/796770232340578365/1086314585218355240/transcript-closed-f7-21-darth_craftonoos.html,2023-03-17 16:29:11
1271,747500781845872775,707910093555105814,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086314594928164884/transcript-closed-f7-22-aapjeru.html,2023-03-17 16:45:48
1272,718107192691261512,287629254454280192,,1,F7,S,https://cdn.discordapp.com/attachments/796770232340578365/1086389507387039764/transcript-closed-f7-24-galaxysceen.html,2023-03-17 18:53:40
1273,718107192691261512,422470448643833877,,1,F7,S,https://cdn.discordapp.com/attachments/796770232340578365/1086389530208243874/transcript-closed-f7-10-pogopako.html,2023-03-17 19:12:07
1274,718107192691261512,644578279293976579,,1,F7,S,https://cdn.discordapp.com/attachments/796770232340578365/1086389531873382460/transcript-closed-f7-22-whitetummy.html,2023-03-17 20:33:28
1275,718107192691261512,1079877145045770251,,1,F7,S,https://cdn.discordapp.com/attachments/796770232340578365/1086389533504974908/transcript-closed-f7-24-awwdepresso.html,2023-03-17 21:09:00
1276,899952552295166002,899235250494922783,884589309037011015,5,F5,S+,https://cdn.discordapp.com/attachments/796770232340578365/1086273959231766593/transcript-closed-f5-9-yarshu.html,2023-03-17 14:04:29
1277,465913291542364180,725355939754016890,884589309037011015,9,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086317506777591838/transcript-t4-eman-dwagon_owo.html,2023-03-17 16:54:49
1278,465913291542364180,736829964955025458,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086332168285991012/transcript-t4-eman-18-lucky_pepsi_best.html,2023-03-17 17:49:49
1279,594699772250685440,693967735465574432,,3,F4,S,https://cdn.discordapp.com/attachments/796770232340578365/1086404712527564890/transcript-closed-f4-13-starlexa.html,2023-03-17 22:20:38
1280,475039477316714517,1081347551338442885,,1,F6,S+,https://cdn.discordapp.com/attachments/796770232340578365/1086443041725886544/transcript-closed-f6-19-axosaurusrex.html,2023-03-18 01:16:29
1281,256122701884817419,464903080312307712,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086445815020650506/transcript-closed-f7-27-dragnas_arrendor.html,2023-03-18 01:27:37
1282,662031045348032534,713773255420280895,,2,F6,S,https://cdn.discordapp.com/attachments/796770232340578365/1086449960268075118/transcript-closed-f6-10-gingermac25.html,2023-03-17 17:11:16
1283,256122701884817419,573960720883122206,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086463273404219493/transcript-closed-f7-25-marionettepm.html,2023-03-18 02:37:01
1284,444645441980858368,267148136877785088,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086486757144531005/transcript-closed-t3-eman-25-baakan.html,2023-03-18 04:10:13
1285,506548230507593748,485294788279533588,,1,F6,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086556056257306644/transcript-closed-f6-19-daskrypto.html,2023-03-18 05:15:56
1286,773757935200239647,900853765953945661,,2,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086557783220039700/transcript-closed-f5-13-imvertsb.html,2023-03-17 22:33:41
1287,773757935200239647,900853765953945661,,2,F5,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086557783220039700/transcript-closed-f5-13-imvertsb.html,2023-03-18 04:45:57
1288,444645441980858368,383682316272271372,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086502373255544862/transcript-t4-eman-8-drkillusions.html,2023-03-18 05:12:16
1289,444645441980858368,267148136877785088,884589309037011015,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086503504534839366/transcript-t4-eman-25-baakan.html,2023-03-18 05:16:47
1290,1021534070934601748,355386746512474115,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086563910594867200/transcript-closed-f7-24-codyzz.html,2023-03-18 01:51:33
1291,506548230507593748,355386746512474115,,1,F7,Completion,https://cdn.discordapp.com/attachments/796770232340578365/1086563910594867200/transcript-closed-f7-24-codyzz.html,2023-03-18 01:20:26
1292,444645441980858368,1068637777513677001,,4,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086632384847429672/transcript-t4-eman-27-ditril.html,2023-03-18 13:48:52
1293,990991977833197578,856733859420045352,,4,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086646022211645440/transcript-t4-eman-24-diamondslimeo.html,2023-03-18 14:42:53
1294,990991977833197578,641714968361697310,,1,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086647374769815653/transcript-closed-t3-eman-24-gaffix.html,2023-03-18 14:48:23
1295,990991977833197578,641714968361697310,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086652750756065460/transcript-t4-eman-24-gaffix.html,2023-03-18 15:09:47
1296,990991977833197578,361578732793888780,,2,EMAN,Tier 3,https://cdn.discordapp.com/attachments/796770232340578365/1086666851335020666/transcript-closed-t3-eman-24-blxck220.html,2023-03-18 16:05:51
1297,356134481452597250,356134481452597250,,3,F5,S,https://cdn.discordapp.com/attachments/796770232340578365/1086668069637718036/transcript-closed-f5-39-taubsie.html,2023-03-18 16:10:32
1298,444645441980858368,559009161208266772,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086615138339139654/transcript-t4-eman-17-__suspxct.html,2023-03-18 12:40:16
1299,990991977833197578,758924809714794547,356134481452597250,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1086665178805960854/transcript-t4-eman-23-ak80.html,2023-03-18 15:59:12
1300,726660898793717800,284569435870724096,,1,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-23 19:47:13
1301,834371688963506217,284569435870724096,356134481452597250,18,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-26 01:16:04
1302,834371688963506217,284569435870724096,356134481452597250,6,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-25 21:54:30
1303,834371688963506217,284569435870724096,356134481452597250,5,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-26 22:30:06
1304,356134481452597250,284569435870724096,356134481452597250,10,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071294742807191662/transcript-t4-eman-xskrillex.html,2023-01-27 22:36:50
1305,726660898793717800,1020891099352551495,,3,EMAN,Tier 4,https://cdn.discordapp.com/attachments/796770232340578365/1071887476479762503/transcript-t4-eman-23-sus_sage_yt.html,2023-01-30 07:45:23
