id,carry_type,score
1005328523684221038,1,31
1010325578949345300,1,22
1010460943576207392,3,57
1014978885408010270,3,156
1019067594814279781,3,22
1021534070934601748,1,102
1021534070934601748,3,28
1025423349100318720,1,3
1028781362322354278,1,3
1030870708647104582,1,45
1030948883104272444,1,117
1038879989879291988,1,2
1045091362653089933,1,19
1045384866201608283,1,9
1048669663762071692,1,2
1052583979389288490,1,224
1052583979389288490,2,25
1052583979389288490,3,2
1055484796580675654,1,24
1071072832555061248,1,2
1072398567966253108,1,44
1076971293179654225,1,66
1076971293179654225,2,6
1080264258467659886,3,3
1083530421255544873,1,3
1089019749700222976,3,138
1089116046276968458,1,16
1096721005919084544,3,2
1098466052935000127,1,9
1116284449190064220,3,282
1121095332483313797,1,20
